,wimp_mass,sensitivity
0,5.000000000000001,
1,5.107531910343094,
2,5.217376443034595,
3,5.329583334214308,
4,5.444203389666464,
5,5.5612885078239,
6,5.680891703266979,
7,5.803067130727886,
8,5.927870109611163,
9,6.055357149041605,
10,6.185585973450835,
11,6.318615548714158,
12,6.454506108849521,
13,6.593319183290672,
14,6.735117624746874,8.574801482701803e-45
15,6.879965637661767,6.921825759502889e-45
16,7.027928807284289,5.608365522899612e-45
17,7.179074129364799,4.567966628468614e-45
18,7.333470040489854,3.7469051570341657e-45
19,7.491186449069398,3.089938887526057e-45
20,7.6522947669903445,2.5631904814071625e-45
21,7.816867941950928,2.137681693197709e-45
22,7.984980490490464,1.793696733152717e-45
23,8.156708531729418,1.5137912438834787e-45
24,8.332129821835153,1.2814939467645845e-45
25,8.511323789228873,1.0887470695088706e-45
26,8.694371570549754,9.298173999534066e-46
27,8.881356047392533,7.986008882828036e-46
28,9.072361883835192,6.9002452319111975e-46
29,9.267475564773726,6.011929937966256e-46
30,9.46678543508134,5.2007148449690855e-46
31,9.670381739609834,4.541163221215693e-46
32,9.878356664051276,3.993549393439053e-46
33,10.09080437667845,3.514240648737589e-46
34,10.307821070982985,3.1017441745806818e-46
35,10.529505009230506,2.760118214106122e-46
36,10.755956566952449,2.4525847524450984e-46
37,10.987278278394799,2.1910732563456054e-46
38,11.223574882944195,1.9685597765467368e-46
39,11.464953372552543,1.766108919429425e-46
40,11.711523040181559,1.6006884269922534e-46
41,11.96339552928913,1.4415566753647892e-46
42,12.22068488438003,1.3148311614123457e-46
43,12.483507602643703,1.1930005697147057e-46
44,12.751982686702663,1.0939619876652756e-46
45,13.026231698495303,9.978809296924985e-47
46,13.306378814317492,9.170370922953434e-47
47,13.59255088104798,8.416171344494214e-47
48,13.884877473582941,7.784427406822493e-47
49,14.18349095350577,7.201709714326356e-47
50,14.488526529018666,6.676832719895831e-47
51,14.800122316163055,6.234782193389962e-47
52,15.11841940135675,5.7898182488650395e-47
53,15.443561905275951,5.415267725849953e-47
54,15.775697048111184,5.080349724881298e-47
55,16.11497521622664,4.754720251955311e-47
56,16.461550030253125,4.477008182934308e-47
57,16.815578414645437,4.2273760800040784e-47
58,17.17722066873562,3.9801246826868624e-47
59,17.546640539314428,3.766970500335713e-47
60,17.924005294773632,3.582002098676987e-47
61,18.309485800842975,3.393061761465961e-47
62,18.703256597955857,3.2241081215122738e-47
63,19.105495980278913,3.0762996425860105e-47
64,19.516386076441254,2.9461474085972037e-47
65,19.936112931999865,2.808069554915319e-47
66,20.364866593678578,2.6864546685687994e-47
67,20.802841195418686,2.5788314342506114e-47
68,21.250235046280164,2.4831875346864083e-47
69,21.70725072023342,2.388803957722184e-47
70,22.174095147882056,2.297220700578897e-47
71,22.650979710158317,2.2154602157627736e-47
72,23.138120334033506,2.1422118823436786e-47
73,23.63573759028691,2.0763744863104264e-47
74,24.14405679337724,2.015667091931824e-47
75,24.663308103462033,1.9511501938936685e-47
76,25.193726630611152,1.8930045233567486e-47
77,25.735552541261402,1.8404707542439566e-47
78,26.289031166960786,1.7928944845681155e-47
79,26.854413115451276,1.7497184967182431e-47
80,27.431954384140703,1.7104692308522435e-47
81,28.021916476014948,1.674298855194608e-47
82,28.624566518043036,1.6350690549624132e-47
83,29.240177382128667,1.5994065822110268e-47
84,29.869027808662917,1.566950764444158e-47
85,30.511402532734227,1.5373901427777772e-47
86,31.16759241305262,1.51045159384932e-47
87,31.837894563646703,1.485895745385047e-47
88,32.522612488392895,1.4635159886717845e-47
89,33.22205621843791,1.4431275693251268e-47
90,33.936542452576774,1.4245671891835088e-47
91,34.666394700649775,1.407692935800822e-47
92,35.411943430023484,1.3923774829979361e-47
93,36.173526215221884,1.3762466751874973e-47
94,36.95148789077565,1.3611738746870895e-47
95,37.74618070735862,1.3476385559894225e-47
96,38.557964491282185,1.3355388263801324e-47
97,39.38720680741992,1.3247827225181813e-47
98,40.234283125636004,1.3152915424800302e-47
99,41.099576990792926,1.3069923481693097e-47
100,41.983480196415535,1.299821473165331e-47
101,42.88639296208992,1.2937230936256685e-47
102,43.80872411467754,1.2886474812018992e-47
103,44.75089127342651,1.2845498447707893e-47
104,45.71332103906405,1.281392005411152e-47
105,46.6964491869556,1.27914020883721e-47
106,47.70072086441809,1.2777642633865875e-47
107,48.72659079227678,1.277238425804512e-47
108,49.77452347075674,1.277541326458022e-47
109,50.844993389802276,1.2786533503600144e-47
110,51.938485243919764,1.2805600446708373e-47
111,53.05549415164083,1.283248038502023e-47
112,54.19652587970534,1.286707870060879e-47
113,55.36209707206608,1.2909325957683419e-47
114,56.552735483817905,1.2959171858430148e-47
115,57.76898022015843,1.301659811373279e-47
116,59.01138198048765,1.3081599848489194e-47
117,60.28050330775717,1.3154203009625147e-47
118,61.57691884318245,1.3234452076944282e-47
119,62.90121558643227,1.3322415500795546e-47
120,64.25399316141466,1.3418175715396887e-47
121,65.63586408777846,1.3521845748439914e-47
122,67.0474540582541,1.3633552358910345e-47
123,68.4894022219591,1.3753452196951792e-47
124,69.96236147379587,1.38817143552564e-47
125,71.46699875007414,1.3997283026947905e-47
126,73.00399533049075,1.4117642601061918e-47
127,74.57404714660389,1.424522541114227e-47
128,76.17786509694194,1.4380215303468853e-47
129,77.8161753688885,1.4522807161932778e-47
130,79.48971976749047,1.467321411965727e-47
131,81.19925605133757,1.4831674624357237e-47
132,82.94555827566516,1.4998442040100952e-47
133,84.72941714283652,1.5173790004852236e-47
134,86.55164036036174,1.5358009769120034e-47
